Feature,Chi2_Score,P_Value
soaked,2.240928424074207,0.9999990519686442
996,2.2408143777954144,0.9999990523784973
navigator,2.2405789336617206,0.9999990532241361
ample,2.24029592862746,0.9999990542397306
124,2.2396674615820973,0.9999990564916703
peaked,2.2395160917437718,0.9999990570333662
univeristy,2.2390873173286248,0.9999990585663231
constitutionally,2.238738969218189,0.9999990598101453
9k,2.2374681495201885,0.9999990643356784
dental,2.2374227912027136,0.9999990644968542
stability,2.2374008990951544,0.9999990645746367
microbiology,2.237361025829231,0.9999990647162919
apologist,2.237292174649969,0.999999064960851
analyzing,2.237187813124987,0.9999990653314368
smoldering,2.2370130252433245,0.9999990659518196
exceptions,2.2369381352243503,0.9999990662175208
assemble,2.23674959697391,0.9999990668861422
brunel,2.236736302235221,0.9999990669332741
t3s,2.2364653097644576,0.999999067893536
algorithmic,2.236340138301358,0.9999990683367911
sober,2.2355575064884863,0.9999990711040853
blow,2.2350956733896545,0.9999990727337208
disturbed,2.2347388486513657,0.9999990739911201
defenceless,2.234350355311638,0.9999990753584307
framemaker,2.234228429614498,0.999999075787189
lax,2.2336289922453356,0.9999990778926325
1145,2.2335510161441556,0.9999990781662067
makeup,2.23347275254529,0.9999990784407187
shortening,2.2333849136582957,0.9999990787487316
542,2.233170581315979,0.999999079499927
_b,2.2331616007943698,0.9999990795313904
boldly,2.2330225905614265,0.9999990800182967
spectators,2.2328446095071937,0.9999990806413782
striking,2.232763606904808,0.9999990809248331
comprehensible,2.2325249648048944,0.9999990817594797
340,2.2323669929367247,0.9999990823116214
b1,2.2321688124479775,0.9999990830038918
willingly,2.231885110458946,0.9999990839941105
paperbacks,2.2313349363522312,0.9999990859117628
refreshed,2.2313106019212787,0.9999990859965008
j4,2.231309929324737,0.9999990859988428
weighted,2.2303152236401007,0.999999089456789
cousin,2.230239315682761,0.9999990897202043
21st,2.2298068250963476,0.9999990912197679
codebook,2.228822023544932,0.9999990946263411
sterling,2.2285289495150247,0.999999095637983
854,2.2284716554559103,0.9999990958356375
propp,2.228108819964395,0.9999990970864859
exotic,2.227759147701988,0.9999990982905324
petroleum,2.227567848609141,0.9999990989486529
234,2.2272884262780734,0.9999990999091913
belgium,2.227247285593022,0.9999991000505408
delayed,2.227113790511858,0.999999100509065
157,2.2263583047624267,0.9999991031001587
pitted,2.225933999833043,0.9999991045525541
torrance,2.225933999833043,0.9999991045525541
nistnews,2.225933999833043,0.9999991045525541
scrambles,2.225933999833043,0.9999991045525541
accommodates,2.225933999833043,0.9999991045525541
2758,2.225933999833043,0.9999991045525541
heyman,2.225933999833043,0.9999991045525541
philosophically,2.225768068531778,0.9999991051199809
partly,2.224772283768175,0.9999991085186568
systematically,2.22471024460699,0.9999991087300287
mountain,2.224379538607592,0.9999991098560338
musician,2.2234053891250376,0.9999991131656897
conquer,2.222861016927592,0.9999991150105242
xiv,2.2225674680888523,0.9999991160039536
adapting,2.2216894656824064,0.9999991189695135
precedence,2.221063274196924,0.9999991210792673
c5,2.2210385271936115,0.9999991211625542
crawled,2.2204401610515427,0.9999991231742911
callable,2.2197261371160373,0.9999991255696385
failing,2.2193308937141407,0.9999991268931216
massachusetts,2.2191971264741523,0.9999991273406504
medically,2.2191842764091385,0.9999991273836308
rotary,2.219128305121036,0.99999912757082
1062,2.2190261664658997,0.9999991279123204
federation,2.2190187212068713,0.9999991279372091
productions,2.2177662781607697,0.9999991321152124
macliesh,2.2176263708363444,0.9999991325808452
119,2.2170131643081006,0.9999991346191296
newmarch,2.2164986772077895,0.9999991363260612
pandonia,2.2164986772077895,0.9999991363260612
clerk,2.216414951304411,0.9999991366035645
uf,2.2162978956128137,0.9999991369914071
contributes,2.2154836762997037,0.9999991396849877
xte,2.2152156863233285,0.9999991405699463
apparantly,2.214902240650184,0.9999991416040054
interferes,2.2146435372351525,0.999999142456655
repeat,2.2142776173572467,0.9999991436614181
expecting,2.2142544425041706,0.99999914373767
766,2.214132061387321,0.9999991441402409
desperately,2.213887572977271,0.9999991449439897
7f,2.2137683653195817,0.9999991453356436
coastal,2.2132310094569667,0.999999147099179
skins,2.2131829144527604,0.9999991472568666
985,2.2124288955290847,0.9999991497257349
heaps,2.212151225062254,0.9999991506333393
avahi,2.2116738140987975,0.9999991521918555
synagogue,2.211561924360265,0.9999991525567619
weekends,2.211023137996686,0.9999991543119969
primo,2.21095924951815,0.9999991545199205
politeness,2.2109419126427823,0.9999991545763353
mainly,2.210765484577719,0.9999991551502521
aligned,2.210606125332233,0.9999991556683534
entail,2.2101106472499015,0.9999991572774651
kiss,2.209990768312963,0.9999991576663827
par,2.2099330132511152,0.999999157853699
abilities,2.2094730070788153,0.9999991593443399
delaware,2.2094033306770533,0.9999991595699249
closeup,2.208822384278174,0.9999991614487552
rft,2.2083982926026953,0.9999991628179983
afterall,2.2077622401385852,0.999999164867946
nuff,2.2076780922830204,0.999999165138821
voluminous,2.2065786425006544,0.9999991686709808
socio,2.206545430213604,0.9999991687774783
greater,2.206323540782516,0.9999991694886776
situated,2.206323075399247,0.9999991694901686
knocks,2.206063413009615,0.9999991703217649
exhibiting,2.2058428521369327,0.9999991710275659
mechanized,2.2055257771379733,0.9999991720413006
compared,2.2051263844945375,0.9999991733166834
understandable,2.205056072465031,0.9999991735410344
mkfontdir,2.204912423896009,0.9999991739992224
bedford,2.2048656696350664,0.9999991741483044
advances,2.2047052074091997,0.9999991746597808
outrageous,2.2036394365833956,0.9999991780499646
cursory,2.203380798526956,0.9999991788708571
distrust,2.203324501638752,0.9999991790494436
cco,2.2032734622888643,0.9999991792113228
busters,2.2029163326408865,0.9999991803432389
142,2.202598160106355,0.9999991813505381
vodka,2.2018174776779893,0.9999991838175358
kant,2.200897538157146,0.9999991867162986
canrem,2.200815058490039,0.9999991869757574
8400,2.2007307952743624,0.9999991872407525
accompanying,2.200466851662553,0.9999991880703295
ia,2.2003937698126133,0.9999991882998962
astrophysical,2.2003736029969283,0.9999991883632349
resting,2.2003157289869573,0.9999991885449779
thirty,2.1999918822862696,0.9999991895613087
965,2.199347846786985,0.9999991915792033
ece,2.199343955919345,0.9999991915913808
statistically,2.1987235285816387,0.9999991935311499
javelin,2.198290895551508,0.999999194881384
brooklyn,2.1976520093484027,0.9999991968717346
reliance,2.1975593785287137,0.9999991971599562
dragons,2.1970953713779746,0.9999991986023661
lowe,2.197068827061756,0.9999991986848135
3123,2.196682053320421,0.9999991998853068
elapsed,2.1965864188502486,0.9999992001819022
1395,2.1965729343416265,0.9999992002237146
pisses,2.196289627665221,0.9999992011017452
quell,2.1961225690297077,0.9999992016191044
urges,2.1959816352926746,0.9999992020553317
partially,2.195848147446422,0.9999992024683209
theoretic,2.195845310589297,0.9999992024770956
112,2.19504668066625,0.9999992049440216
numbering,2.1939791302185263,0.9999992082312692
northwestern,2.1937996439693093,0.9999992087827894
populated,2.193722955609692,0.9999992090183333
composed,2.193636629960136,0.9999992092834047
desperation,2.193018740763139,0.9999992111784411
sweeping,2.19249880445512,0.999999212770001
shoud,2.192211383351826,0.9999992136486179
kafan,2.1920960745957014,0.9999992140008652
darned,2.191910667598446,0.9999992145669624
overwrites,2.191843353177562,0.9999992147724037
envoy,2.1916072776928224,0.9999992154925287
zal,2.1915221597634273,0.9999992157520317
unpublished,2.189476279675869,0.9999992219669934
surest,2.189245426841064,0.9999992226655813
famine,2.188725598404166,0.9999992242366476
yields,2.1886095661904252,0.9999992245869521
z7,2.1878965031023463,0.9999992267366927
zq,2.1873556901255164,0.9999992283636777
3184,2.1873296167954783,0.9999992284420416
objected,2.1860825400013937,0.9999992321820865
532,2.1848170605640953,0.9999992359612017
doctoral,2.184407545341237,0.9999992371806735
lindsay,2.1843724376978875,0.9999992372851397
ck8,2.184229135966425,0.9999992377114192
interrupting,2.184101846548427,0.999999238089893
crony,2.183455346206747,0.9999992400096335
axiom,2.183395487256243,0.9999992401871679
locations,2.183138781918056,0.9999992409481159
offsetting,2.1828715789284248,0.9999992417394781
dominion,2.1828575887713195,0.9999992417808923
monte,2.1820505656363203,0.9999992441665478
6a,2.1811777571499227,0.9999992467393249
310,2.1809064334775012,0.9999992475375528
hollywood,2.1796811959001334,0.9999992511330215
bargain,2.1795012675435634,0.9999992516597628
fv,2.179484760938646,0.9999992517080698
ppg,2.1793625485889425,0.9999992520656434
farwell,2.1792208364737533,0.9999992524800841
varied,2.1789315771923032,0.9999992533254107
pak,2.1788398622667544,0.9999992535932634
glossy,2.178518857616828,0.9999992545300967
santa,2.1777002466600472,0.9999992569145393
interfered,2.177450530280611,0.9999992576405897
e1,2.177449684072242,0.999999257643049
irritate,2.1772278420287945,0.9999992582875356
skeptic,2.177083645017082,0.9999992587061899
estate,2.177063032539196,0.9999992587660184
oct,2.176955063216638,0.9999992590793346
iron,2.176846272842522,0.999999259394917
unpleasant,2.176815151170567,0.9999992594851742
afoot,2.176814966095539,0.9999992594857109
709,2.176688657764142,0.9999992598519242
expectation,2.1766625392728622,0.9999992599276315
hn,2.176588586494482,0.9999992601419551
concentrating,2.176188818015001,0.9999992612995957
oxnard,2.1760686698950393,0.99999926164721
linda,2.175547033564502,0.9999992631547673
unusable,2.1754391036868306,0.9999992634663561
absorb,2.1753944186610994,0.9999992635953263
spas,2.175031357587855,0.9999992646424677
_should_,2.1749916388661332,0.9999992647569459
audible,2.17474825042907,0.9999992654581071
ludicrous,2.1743161699331357,0.9999992667014267
anticipated,2.1741496341424247,0.9999992671801478
resorted,2.173575341684095,0.9999992688289157
1n,2.1735726715382486,0.9999992688365741
1057,2.173134250462027,0.999999270093078
e4,2.1728914829020987,0.999999270788036
lends,2.1723944213071804,0.9999992722091533
90s,2.1720474649789163,0.9999992731996865
persist,2.172012112226165,0.99999927330055
fdz,2.171870651419095,0.9999992737040244
iota,2.1712590563188745,0.9999992754461747
sunnyvale,2.171110302192266,0.9999992758693563
camino,2.1697877925225195,0.9999992796222456
volatile,2.169403199885038,0.999999280710426
adrenaline,2.1689094996363982,0.9999992821052242
hwa,2.168448851759659,0.9999992834045216
synonymous,2.1680989006222378,0.9999992843902221
augment,2.1678660299113313,0.999999285045491
elec,2.167723810544913,0.9999992854454216
accustomed,2.167206209178163,0.9999992868993106
paw,2.167040642600639,0.9999992873638268
lithium,2.166448626849367,0.9999992890226437
reaching,2.1662546033831145,0.9999992895655627
rotting,2.166149058427934,0.9999992898607487
grover,2.1658679760912616,0.9999992906463536
overhaul,2.1657579264538867,0.9999992909537285
unproductive,2.165607424708396,0.9999992913739009
measured,2.165425715530071,0.9999992918809101
logistics,2.1653863202305583,0.9999992919907901
philip,2.1651186604529467,0.9999992927369454
illegitimate,2.165094928065498,0.9999992928030712
champion,2.164926880069361,0.999999293271151
forthcoming,2.1645903444461023,0.9999992942077255
conroy,2.1644811698720434,0.999999294511325
howland,2.1636674668629654,0.9999992967705462
lags,2.1636414931145413,0.9999992968425578
weighing,2.1635204061065343,0.9999992971781839
foes,2.1634868108396157,0.9999992972712778
schedules,2.1632155041040613,0.999999298022687
factual,2.163174977792117,0.9999992981348685
edwards,2.1619563711425016,0.9999993015008349
louw,2.161826137290331,0.9999993018597279
kd,2.1618168959892348,0.9999993018851885
theta,2.1617190145820264,0.9999993021548118
potentially,2.161454891865661,0.9999993028819102
smallest,2.1608218757051696,0.9999993046218474
contained,2.1607801184421005,0.9999993047364905
expire,2.160639647163568,0.9999993051220285
writting,2.1604962850622136,0.9999993055153091
vicinity,2.1599513884939165,0.9999993070083405
baffled,2.1596047902049147,0.999999307956576
1231,2.1594533324198353,0.999999308370585
deduction,2.159113059749465,0.9999993092999331
t8,2.1590046370936715,0.9999993095958273
prosecutors,2.15894897507028,0.9999993097476907
dictated,2.1589313763533373,0.9999993097956994
grandfathers,2.158244927829572,0.9999993116660449
turnaround,2.1575654057917366,0.9999993135131752
5w,2.157053239604378,0.9999993149025352
measurable,2.1564419865254196,0.9999993165574882
tpa,2.1563879122241563,0.9999993167037254
glockenspiel,2.1560617977626872,0.9999993175850853
pleased,2.1556875346764732,0.9999993185953534
sections,2.1553156913153875,0.9999993195978014
1050,2.1547191661411875,0.9999993212032873
imminent,2.1539883729434295,0.9999993231656502
petrol,2.153969454299071,0.999999323216386
turing,2.1538479524369687,0.9999993235421488
kan,2.1537354339848243,0.9999993238437044
zd,2.1534388412212815,0.9999993246380288
dedication,2.1533349568324596,0.9999993249160564
srm,2.153304760418798,0.9999993249968528
wy,2.1530794130293733,0.9999993255995491
excluding,2.1530498515113314,0.9999993256785772
861,2.1520873943320304,0.9999993282471615
graded,2.1516394053519563,0.9999993294398394
moi,2.151126489304814,0.9999993308031102
bursting,2.1506450875731162,0.999999332080426
froze,2.150198834063651,0.9999993332625876
projected,2.150047691206323,0.9999993336625645
358,2.1498588872035693,0.9999993341619128
requisite,2.149082950672768,0.9999993362106915
214,2.148346137454839,0.9999993381510914
shrinking,2.147696814264334,0.9999993398569945
361,2.1475646155218184,0.9999993402038383
strategies,2.146426993777581,0.9999993431820194
crudely,2.1462817975991277,0.999999343561286
coordinate,2.1462597546329776,0.9999993436188477
tearing,2.1458687140955037,0.9999993446392583
kub,2.1456264196006773,0.9999993452708273
fascinating,2.145361581765014,0.9999993459605525
flush,2.145322165355939,0.9999993460631518
ancients,2.144410328383247,0.9999993484327212
conspicuous,2.143756856015188,0.9999993501262869
installations,2.1436464557165995,0.9999993504120265
grimm,2.1434441666239064,0.9999993509353102
threshold,2.1433559153873953,0.9999993511634846
deadlines,2.1431329871241203,0.999999351739557
craze,2.1426560841368576,0.9999993529704357
heirs,2.1425816582267934,0.9999993531623443
flimsy,2.1424894494446525,0.9999993534000376
justin,2.1423829295234875,0.9999993536745272
displacement,2.142043726669682,0.9999993545479388
musta,2.140648459939616,0.9999993581298152
modano,2.1399025031588366,0.9999993600377044
kovalenko,2.1399025031588366,0.9999993600377044
uww7,2.139405983079188,0.9999993613048878
urging,2.138706633601581,0.9999993630860154
adopting,2.1383866840651518,0.9999993638994324
123,2.1376784796972244,0.9999993656967076
earn,2.137223074740658,0.9999993668500954
1x,2.1370139187989694,0.9999993673792054
tolerable,2.136800693638183,0.9999993679182134
compulsory,2.136741254896053,0.9999993680683964
xtappsettypeconverter,2.136085307529546,0.9999993697237076
obsoleted,2.1359592607286952,0.9999993700413596
